1956967341,Worry,-19.55,-19.00,-20.50,-18.92,-18.49,-18.82,-20.21,-19.83,-19.73,-19.97,-21.18,-19.21,-21.45
1956967666,Worry,-12.83,-11.54,-13.29,-11.74,-11.46,-12.64,-12.77,-13.12,-12.55,-12.73,-14.10,-12.76,-14.72
1956967696,Sadness,-12.09,-11.35,-12.10,-12.39,-11.90,-12.69,-12.84,-12.28,-11.67,-12.54,-11.78,-12.19,-11.72
1956967789,Neutral,-13.21,-11.13,-11.95,-10.84,-10.91,-12.56,-11.19,-11.60,-12.08,-11.34,-14.10,-12.76,-14.07
1956968416,Neutral,-16.47,-14.81,-15.86,-14.57,-14.83,-15.15,-15.86,-15.57,-14.99,-15.60,-17.25,-15.53,-18.27
1956968477,Worry,-15.90,-14.19,-15.98,-14.19,-14.07,-15.48,-14.16,-14.34,-14.90,-14.24,-16.82,-15.22,-17.49
1956968487,Worry,-29.20,-26.42,-29.16,-26.49,-26.36,-27.50,-26.93,-27.34,-27.44,-27.62,-30.67,-28.22,-32.47
1956968636,Neutral,-2.42,-2.43,-2.60,-1.93,-2.32,-2.28,-2.11,-2.27,-2.67,-2.16,-3.45,-2.54,-3.21
1956969035,Love,-6.25,-4.25,-5.66,-5.10,-4.66,-5.12,-3.89,-5.20,-5.89,-4.83,-6.45,-5.50,-7.21
1956969172,Worry,-6.98,-5.35,-7.16,-6.22,-5.46,-6.30,-6.46,-7.08,-6.46,-6.41,-7.25,-5.88,-7.03
1956969456,Worry,-10.01,-9.18,-11.02,-9.74,-9.22,-9.73,-10.37,-10.50,-10.12,-10.32,-10.78,-12.02,-11.42
1956969531,Neutral,-7.76,-9.01,-7.77,-8.41,-8.75,-8.16,-8.76,-8.38,-8.00,-8.96,-7.85,-8.33,-7.81
1956970047,Sadness,-23.23,-20.99,-23.67,-21.89,-21.45,-22.40,-23.56,-23.24,-21.06,-23.57,-24.80,-23.75,-25.91
1956970424,Neutral,-17.65,-15.56,-17.04,-15.32,-15.93,-16.24,-16.07,-16.83,-16.63,-15.58,-18.37,-17.07,-18.93
1956970860,Worry,-6.61,-5.39,-6.29,-5.62,-5.35,-5.62,-6.07,-6.26,-6.02,-5.56,-7.01,-5.62,-7.21
1956971077,Worry,-11.18,-10.83,-10.95,-11.66,-10.80,-10.91,-11.64,-11.50,-10.71,-11.19,-11.48,-10.81,-11.72
1956971170,Neutral,-4.03,-3.42,-3.56,-3.25,-3.53,-3.53,-3.43,-3.49,-3.45,-3.44,-3.62,-3.26,-3.91
1956971206,Sadness,-14.22,-11.88,-14.18,-12.78,-12.18,-13.32,-14.01,-13.43,-13.39,-13.46,-14.23,-13.49,-15.32
1956971473,Neutral,-24.74,-24.57,-24.19,-23.60,-23.84,-23.21,-23.70,-24.60,-24.82,-23.76,-25.92,-25.14,-26.26
1956971586,Worry,-33.05,-29.38,-33.87,-30.87,-29.47,-31.66,-31.47,-32.18,-30.72,-32.19,-35.37,-33.02,-35.78
1956971981,Worry,-24.76,-21.38,-24.75,-21.91,-20.44,-23.47,-23.23,-23.69,-23.49,-22.68,-27.23,-22.88,-29.09
1956972097,Worry,-34.84,-33.37,-33.98,-33.51,-32.70,-32.23,-32.70,-33.64,-33.91,-32.64,-35.95,-34.30,-37.55
1956972116,Neutral,-25.03,-25.49,-25.50,-23.49,-25.08,-25.35,-25.38,-24.70,-24.81,-25.07,-26.53,-25.60,-26.34
1956972270,Worry,-22.87,-20.96,-22.16,-20.22,-19.93,-20.97,-21.40,-21.61,-21.81,-21.20,-25.05,-22.82,-25.48
1956972359,Worry,-28.56,-26.27,-28.08,-26.54,-25.34,-27.89,-28.17,-27.09,-28.42,-27.11,-30.37,-27.35,-31.86
1956972444,Neutral,-44.62,-39.97,-45.01,-39.62,-39.71,-42.52,-41.96,-42.24,-41.30,-41.57,-45.93,-42.47,-47.49
1956972557,Worry,-22.97,-20.72,-22.88,-21.25,-20.42,-21.22,-22.21,-22.19,-21.76,-21.71,-25.02,-21.63,-24.43
1956972884,Worry,-15.95,-15.22,-16.71,-15.26,-14.80,-16.18,-16.66,-16.48,-15.93,-16.61,-17.65,-16.73,-18.83
1956973598,Sadness,-29.60,-26.31,-31.82,-27.81,-27.34,-28.40,-29.67,-29.96,-26.44,-30.28,-30.85,-28.65,-34.07
1956973690,Worry,-7.28,-7.02,-7.59,-7.19,-6.39,-7.12,-7.56,-7.48,-5.98,-8.49,-7.55,-7.25,-7.51
1956974706,Worry,-19.97,-19.46,-20.29,-19.29,-19.11,-20.23,-20.89,-20.22,-18.85,-20.39,-21.48,-20.80,-22.36
1956975441,Worry,-5.98,-5.35,-6.25,-5.43,-5.19,-5.88,-5.96,-6.06,-5.74,-5.88,-6.37,-6.73,-7.51
1956975860,Sadness,-7.16,-5.18,-6.89,-5.94,-5.78,-6.31,-6.50,-6.59,-6.43,-6.45,-6.85,-6.40,-7.51
1956975876,Neutral,-18.44,-16.47,-17.82,-16.58,-16.67,-17.81,-17.13,-17.66,-17.93,-17.77,-20.27,-18.29,-20.22
1956975927,Neutral,-10.71,-9.85,-10.09,-9.49,-9.87,-10.39,-10.41,-10.00,-10.34,-9.47,-11.48,-9.79,-11.24
1956976187,Worry,-6.68,-6.20,-6.89,-6.62,-6.13,-6.52,-6.91,-6.59,-6.46,-6.40,-7.07,-6.39,-7.51
1956976312,Worry,-34.95,-31.66,-35.05,-32.19,-31.68,-32.81,-32.72,-32.46,-33.81,-32.45,-36.67,-33.17,-37.16
1956976371,Worry,-5.70,-5.10,-5.86,-4.90,-4.89,-5.36,-5.53,-5.42,-5.46,-5.52,-6.60,-5.66,-6.51
1956976557,Neutral,-6.05,-5.48,-6.14,-5.34,-5.62,-5.93,-5.95,-6.27,-6.05,-5.86,-6.62,-5.88,-6.91
1956976681,Worry,-6.31,-5.30,-6.72,-6.07,-5.46,-5.85,-6.02,-6.31,-6.14,-6.27,-7.25,-6.33,-7.51
1956977084,Worry,-24.69,-21.81,-24.86,-21.90,-21.29,-22.63,-22.08,-23.04,-25.06,-21.46,-27.13,-22.35,-29.57
1956977187,Neutral,-29.97,-26.87,-29.30,-25.50,-26.14,-26.64,-25.72,-26.07,-28.21,-25.92,-32.75,-27.38,-33.60
1956977618,Worry,-18.89,-18.54,-18.96,-18.30,-18.30,-18.39,-19.08,-18.86,-19.45,-19.01,-19.63,-18.84,-19.23
