1957083641,0,0,0,0,0,0,0,0,0,0,0,0,1
1957089935,0,0,0,0,0,0,0,0,0,0,0,0,1
1957110088,0,0,0,0,0,0,0,0,0,0,0,0,1
1957289252,0,0,0,0,0,0,0,0,0,0,0,0,1
1957291305,0,0,0,0,0,0,0,0,0,0,0,0,1
1957320931,0,0,0,0,0,0,0,0,0,0,0,0,1
1957448941,0,0,0,0,0,0,0,0,0,0,0,0,1
1957477724,0,0,0,0,0,0,0,0,0,0,0,0,1
1957587490,0,0,0,0,0,0,0,0,0,0,0,0,1
1957589597,0,0,0,0,0,0,0,0,0,0,0,0,1
1957597348,0,0,0,0,0,0,0,0,0,0,0,0,1
1957724418,0,0,0,0,0,0,0,0,0,0,0,0,1
1957728707,0,0,0,0,0,0,0,0,0,0,0,0,1
1957758701,0,0,0,0,0,0,0,0,0,0,0,0,1
1958065414,0,0,0,0,0,0,0,0,0,0,0,0,1
1958075486,0,0,0,0,0,0,0,0,0,0,0,0,1
1958110071,0,0,0,0,0,0,0,0,0,0,0,0,1
1960129867,0,0,0,0,0,0,0,0,0,0,0,0,1
1960137406,0,0,0,0,0,0,0,0,0,0,0,0,1
1960339755,0,0,0,0,0,0,0,0,0,0,0,0,1
1960422487,0,0,0,0,0,0,0,0,0,0,0,0,1
1960545040,0,0,0,0,0,0,0,0,0,0,0,0,1
1960598982,0,0,0,0,0,0,0,0,0,0,0,0,1
1960809800,0,0,0,0,0,0,0,0,0,0,0,0,1
1961189720,0,0,0,0,0,0,0,0,0,0,0,0,1
1961276271,0,0,0,0,0,0,0,0,0,0,0,0,1
1961282376,0,0,0,0,0,0,0,0,0,0,0,0,1
1961482073,0,0,0,0,0,0,0,0,0,0,0,0,1
1961501807,0,0,0,0,0,0,0,0,0,0,0,0,1
1961567959,0,0,0,0,0,0,0,0,0,0,0,0,1
1961569799,0,0,0,0,0,0,0,0,0,0,0,0,1
1961864046,0,0,0,0,0,0,0,0,0,0,0,0,1
1961887160,0,0,0,0,0,0,0,0,0,0,0,0,1
1961969140,0,0,0,0,0,0,0,0,0,0,0,0,1
1962000203,0,0,0,0,0,0,0,0,0,0,0,0,1
1962106409,0,0,0,0,0,0,0,0,0,0,0,0,1
1962171118,0,0,0,0,0,0,0,0,0,0,0,0,1
1962188721,0,0,0,0,0,0,0,0,0,0,0,0,1
1962197648,0,0,0,0,0,0,0,0,0,0,0,0,1
1962213285,0,0,0,0,0,0,0,0,0,0,0,0,1
1962220378,0,0,0,0,0,0,0,0,0,0,0,0,1
1962257822,0,0,0,0,0,0,0,0,0,0,0,0,1
1962326416,0,0,0,0,0,0,0,0,0,0,0,0,1
1962781067,0,0,0,0,0,0,0,0,0,0,0,0,1
1962959665,0,0,0,0,0,0,0,0,0,0,0,0,1
1962994871,0,0,0,0,0,0,0,0,0,0,0,0,1
1962996830,0,0,0,0,0,0,0,0,0,0,0,0,1
1963126649,0,0,0,0,0,0,0,0,0,0,0,0,1
1963321469,0,0,0,0,0,0,0,0,0,0,0,0,1
1963562862,0,0,0,0,0,0,0,0,0,0,0,0,1
1963608177,0,0,0,0,0,0,0,0,0,0,0,0,1
1963609364,0,0,0,0,0,0,0,0,0,0,0,0,1
1963814520,0,0,0,0,0,0,0,0,0,0,0,0,1
1963859530,0,0,0,0,0,0,0,0,0,0,0,0,1
1963994985,0,0,0,0,0,0,0,0,0,0,0,0,1
1964034674,0,0,0,0,0,0,0,0,0,0,0,0,1
1964085747,0,0,0,0,0,0,0,0,0,0,0,0,1
1964145604,0,0,0,0,0,0,0,0,0,0,0,0,1
1964155762,0,0,0,0,0,0,0,0,0,0,0,0,1
1964329118,0,0,0,0,0,0,0,0,0,0,0,0,1
1964365667,0,0,0,0,0,0,0,0,0,0,0,0,1
1964560834,0,0,0,0,0,0,0,0,0,0,0,0,1
1964602268,0,0,0,0,0,0,0,0,0,0,0,0,1
1964660672,0,0,0,0,0,0,0,0,0,0,0,0,1
1964763838,0,0,0,0,0,0,0,0,0,0,0,0,1
1964826940,0,0,0,0,0,0,0,0,0,0,0,0,1
1964864746,0,0,0,0,0,0,0,0,0,0,0,0,1
1965098072,0,0,0,0,0,0,0,0,0,0,0,0,1
1965390275,0,0,0,0,0,0,0,0,0,0,0,0,1
1965401110,0,0,0,0,0,0,0,0,0,0,0,0,1
1965401596,0,0,0,0,0,0,0,0,0,0,0,0,1
1965504514,0,0,0,0,0,0,0,0,0,0,0,0,1
1965534896,0,0,0,0,0,0,0,0,0,0,0,0,1
1965570494,0,0,0,0,0,0,0,0,0,0,0,0,1
1965673873,0,0,0,0,0,0,0,0,0,0,0,0,1
1965686021,0,0,0,0,0,0,0,0,0,0,0,0,1
1965796099,0,0,0,0,0,0,0,0,0,0,0,0,1
1965814223,0,0,0,0,0,0,0,0,0,0,0,0,1
1965988154,0,0,0,0,0,0,0,0,0,0,0,0,1
1966093934,0,0,0,0,0,0,0,0,0,0,0,0,1
1957183352,0,0,0,0,0,0,0,0,0,0,1,0,0
1957208962,0,0,0,0,0,0,0,0,0,0,1,0,0
1957217758,0,0,0,0,0,0,0,0,0,0,1,0,0
1957230479,0,0,0,0,0,0,0,0,0,0,1,0,0
1957249686,0,0,0,0,0,0,0,0,0,0,1,0,0
1957271601,0,0,0,0,0,0,0,0,0,0,1,0,0
1957305026,0,0,0,0,0,0,0,0,0,0,1,0,0
1957306189,0,0,0,0,0,0,0,0,0,0,1,0,0
1957318577,0,0,0,0,0,0,0,0,0,0,1,0,0
1957413593,0,0,0,0,0,0,0,0,0,0,1,0,0
1957501257,0,0,0,0,0,0,0,0,0,0,1,0,0
1957509927,0,0,0,0,0,0,0,0,0,0,1,0,0
1957516892,0,0,0,0,0,0,0,0,0,0,1,0,0
1957530907,0,0,0,0,0,0,0,0,0,0,1,0,0
1957588348,0,0,0,0,0,0,0,0,0,0,1,0,0
1957600441,0,0,0,0,0,0,0,0,0,0,1,0,0
1957718245,0,0,0,0,0,0,0,0,0,0,1,0,0
1958073174,0,0,0,0,0,0,0,0,0,0,1,0,0
1958074533,0,0,0,0,0,0,0,0,0,0,1,0,0
1958115243,0,0,0,0,0,0,0,0,0,0,1,0,0
1958115823,0,0,0,0,0,0,0,0,0,0,1,0,0
1960133316,0,0,0,0,0,0,0,0,0,0,1,0,0
1960143638,0,0,0,0,0,0,0,0,0,0,1,0,0
1960197782,0,0,0,0,0,0,0,0,0,0,1,0,0
1960327485,0,0,0,0,0,0,0,0,0,0,1,0,0
1960538385,0,0,0,0,0,0,0,0,0,0,1,0,0
1960538791,0,0,0,0,0,0,0,0,0,0,1,0,0
1960572404,0,0,0,0,0,0,0,0,0,0,1,0,0
1960605248,0,0,0,0,0,0,0,0,0,0,1,0,0
1960630480,0,0,0,0,0,0,0,0,0,0,1,0,0
1960672880,0,0,0,0,0,0,0,0,0,0,1,0,0
1960908419,0,0,0,0,0,0,0,0,0,0,1,0,0
1960911358,0,0,0,0,0,0,0,0,0,0,1,0,0
1961080721,0,0,0,0,0,0,0,0,0,0,1,0,0
1961088700,0,0,0,0,0,0,0,0,0,0,1,0,0
1961096876,0,0,0,0,0,0,0,0,0,0,1,0,0
1961105110,0,0,0,0,0,0,0,0,0,0,1,0,0
1961224347,0,0,0,0,0,0,0,0,0,0,1,0,0
1961409814,0,0,0,0,0,0,0,0,0,0,1,0,0
1961455628,0,0,0,0,0,0,0,0,0,0,1,0,0
1961477134,0,0,0,0,0,0,0,0,0,0,1,0,0
1961616554,0,0,0,0,0,0,0,0,0,0,1,0,0
1961702304,0,0,0,0,0,0,0,0,0,0,1,0,0
1961742569,0,0,0,0,0,0,0,0,0,0,1,0,0
1961869670,0,0,0,0,0,0,0,0,0,0,1,0,0
1961887813,0,0,0,0,0,0,0,0,0,0,1,0,0
1961892829,0,0,0,0,0,0,0,0,0,0,1,0,0
1961893452,0,0,0,0,0,0,0,0,0,0,1,0,0
1961966158,0,0,0,0,0,0,0,0,0,0,1,0,0
1962003704,0,0,0,0,0,0,0,0,0,0,1,0,0
1962137981,0,0,0,0,0,0,0,0,0,0,1,0,0
1962222720,0,0,0,0,0,0,0,0,0,0,1,0,0
1962253845,0,0,0,0,0,0,0,0,0,0,1,0,0
1962319938,0,0,0,0,0,0,0,0,0,0,1,0,0
1962376018,0,0,0,0,0,0,0,0,0,0,1,0,0
1962388047,0,0,0,0,0,0,0,0,0,0,1,0,0
1962404255,0,0,0,0,0,0,0,0,0,0,1,0,0
1962408126,0,0,0,0,0,0,0,0,0,0,1,0,0
1962461192,0,0,0,0,0,0,0,0,0,0,1,0,0
1962522731,0,0,0,0,0,0,0,0,0,0,1,0,0
1962565407,0,0,0,0,0,0,0,0,0,0,1,0,0
1962615369,0,0,0,0,0,0,0,0,0,0,1,0,0
1962652280,0,0,0,0,0,0,0,0,0,0,1,0,0
1962743903,0,0,0,0,0,0,0,0,0,0,1,0,0
1962829311,0,0,0,0,0,0,0,0,0,0,1,0,0
1962842936,0,0,0,0,0,0,0,0,0,0,1,0,0
1962925670,0,0,0,0,0,0,0,0,0,0,1,0,0
1963103334,0,0,0,0,0,0,0,0,0,0,1,0,0
1963103695,0,0,0,0,0,0,0,0,0,0,1,0,0
1963113507,0,0,0,0,0,0,0,0,0,0,1,0,0
