know,0.00199966672221,0.00435186413692,0.00185170276145,0.00580693016849,0.00633473138303,0.00469342919912,0.00359650625107,0.0032392161097,0.00254800820334,0.00406091370558,0.000755694699341,0.00296925943177,0.00101591601761
bad,0.00074987502083,0.00464375746318,0.000563561710007,0.00137755642683,0.00442038948156,0.00124825244657,0.000822058571673,0.0011337256384,0.0024858616618,0.000935078813786,0.000647738313721,0.00104797391709,0.000451518230049
habit,0.000166638893518,2.65357569325e-05,8.05088157153e-05,6.35795273922e-05,3.48062163902e-05,9.9860195726e-05,6.85048809728e-05,5.39869351617e-05,0.00012429308309,2.67165375367e-05,0.00010795638562,5.82207731719e-05,0.000225759115024
earlier,0.000333277787035,0.000238821812392,0.000161017631431,0.000296704461164,0.000261046622927,0.000349510685041,6.85048809728e-05,0.000161960805485,0.00024858616618,0.000187015762757,0.00010795638562,0.000407545412203,0.000112879557512
start,0.000999833361106,0.00137985936049,0.00169068513002,0.00201335170075,0.00221019474078,0.00149790293589,0.00113033053605,0.00129568644388,0.00105649120626,0.00176329147742,0.000431825542481,0.00197950628784,0.000112879557512
part,0.000249958340277,0.000398036353987,0.000161017631431,0.000551022570732,0.000591705678634,0.000549231076493,0.000274019523891,0.000377908546132,6.2146541545e-05,0.000534330750735,0.00021591277124,0.000465766185375,0.000225759115024
n,0.000416597233794,0.000928751492636,0.000322035262861,0.00108085196567,0.000922364734342,0.000549231076493,0.000719301250214,0.000377908546132,0.000994344664719,0.000801496126102,0.00021591277124,0.000465766185375,0.000112879557512
bed,0.000999833361106,0.00177789571448,0.000724579341438,0.00231005616192,0.00154887662937,0.000948671859397,0.00164411714335,0.00167359499001,0.000683611956995,0.00197702377772,0.000755694699341,0.00285281788542,0.000338638672536
headach,0.000666555574071,0.000928751492636,0.000161017631431,0.000339090812758,0.00125302379005,0.000399440782904,0.000205514642918,0.000161960805485,0.00062146541545,0.000106866150147,0.00021591277124,0.000349324639031,0.000225759115024
call,0.000666555574071,0.00169828844368,0.00112712342001,0.00188619264597,0.00194914811785,0.0013481126423,0.00109607809556,0.00097176483291,0.00074575849854,0.00125567726423,0.00021591277124,0.000640428504891,0.000338638672536
funer,8.33194467589e-05,0.00021228605546,8.05088157153e-05,8.47727031896e-05,8.70155409756e-05,4.9930097863e-05,6.85048809728e-05,5.39869351617e-05,0.00012429308309,2.67165375367e-05,0.00010795638562,0.000116441546344,0.000112879557512
ceremoni,8.33194467589e-05,0.00010614302773,8.05088157153e-05,4.23863515948e-05,5.22093245854e-05,4.9930097863e-05,3.42524404864e-05,5.39869351617e-05,6.2146541545e-05,5.34330750735e-05,0.00010795638562,5.82207731719e-05,0.000112879557512
gloomi,8.33194467589e-05,0.00021228605546,8.05088157153e-05,8.47727031896e-05,0.000156627973756,4.9930097863e-05,3.42524404864e-05,0.000107973870323,0.000186439624635,0.000106866150147,0.00010795638562,5.82207731719e-05,0.000112879557512
want,0.00216630561573,0.0059705453098,0.00458900249577,0.00538306665254,0.00567341327161,0.0026962252846,0.00373351601302,0.00377908546132,0.00447455099124,0.00299225220411,0.000647738313721,0.00209594783419,0.000677277345073
hang,8.33194467589e-05,0.000424572110919,0.000724579341438,0.000635795273922,0.000435077704878,0.000199720391452,0.000548039047782,0.000377908546132,0.000310732707725,0.000748063051029,0.00021591277124,0.000116441546344,0.000112879557512
friend,0.000583236127312,0.00297200477644,0.000885596972869,0.00239482886511,0.00227980717356,0.00139804274016,0.00304846720329,0.00161960805485,0.00142937045553,0.00245792145338,0.000323869156861,0.0014555193293,0.000338638672536
soon,0.000499916680553,0.0011410375481,0.000885596972869,0.00214051075554,0.0021579854162,0.000948671859397,0.00116458297654,0.000809804027425,0.000559318873905,0.00114881111408,0.00021591277124,0.00139729855612,0.000451518230049
trade,8.33194467589e-05,0.00010614302773,8.05088157153e-05,0.000105965878987,6.96124327805e-05,9.9860195726e-05,3.42524404864e-05,0.000161960805485,0.000186439624635,8.01496126102e-05,0.00010795638562,0.000116441546344,0.000112879557512
someon,0.000666555574071,0.000981823006501,0.000402544078577,0.00122920419625,0.00139224865561,0.000898741761534,0.000822058571673,0.000431895481294,0.000932198123174,0.000694629975955,0.00021591277124,0.000873311597578,0.000112879557512
ticket,0.000166638893518,0.000398036353987,0.000322035262861,0.000445056691745,0.000539496354049,0.000549231076493,0.000274019523891,0.000377908546132,0.000559318873905,0.000427464600588,0.000323869156861,0.000523986958547,0.000112879557512
one,0.00191634727545,0.0052275441157,0.0020932292086,0.00661227084879,0.00511651380937,0.00424405831835,0.00455557458469,0.00410300707229,0.00229942203716,0.00456852791878,0.0010795638562,0.00279459711225,0.000451518230049
go,0.00491584735877,0.0130025208969,0.00660172288866,0.0136695983893,0.0135918275004,0.00684042340723,0.00664497345436,0.00863790962587,0.00633894723759,0.0102591504141,0.00205117132678,0.00669538891476,0.00135455469015
prom,8.33194467589e-05,0.000185750298527,8.05088157153e-05,0.000169545406379,0.000295852839317,0.000149790293589,0.000205514642918,0.000377908546132,0.000186439624635,0.000374031525514,0.00021591277124,0.000116441546344,0.000112879557512
bf,0.000166638893518,0.000159214541595,8.05088157153e-05,0.000127159054784,8.70155409756e-05,4.9930097863e-05,0.000171262202432,0.000107973870323,0.00012429308309,0.00016029922522,0.00021591277124,0.000116441546344,0.000112879557512
like,0.00249958340277,0.00732386891336,0.0031398438129,0.0072904524743,0.00797062355337,0.00489314959057,0.0070560027402,0.00588457593262,0.00559318873905,0.00681271707187,0.00140343301306,0.00483232417327,0.000677277345073
sleep,0.00199966672221,0.00244128963779,0.000966105788584,0.00264914697467,0.00323697812429,0.000798881565808,0.00130159273848,0.00156562111969,0.00130507737244,0.00170985840235,0.000647738313721,0.00273637633908,0.000112879557512
think,0.00124979170138,0.00363539869975,0.00177119394574,0.00531948712515,0.0064391500322,0.00369482724186,0.00284295256037,0.0039410462668,0.00205083587098,0.00438151215602,0.000863651084962,0.00215416860736,0.000564397787561
old,0.000499916680553,0.00100835876343,0.000241526447146,0.00116562466886,0.00128783000644,0.000798881565808,0.000993320774105,0.000917777897749,0.000310732707725,0.00120224418915,0.000323869156861,0.000698649278062,0.000338638672536
marri,8.33194467589e-05,0.000185750298527,0.000161017631431,8.47727031896e-05,0.000139224865561,0.000199720391452,0.000342524404864,0.000215947740647,0.00012429308309,0.000106866150147,0.00010795638562,0.000174662319516,0.000112879557512
damn,0.000583236127312,0.00151253814515,0.000241526447146,0.000805340680301,0.00127042689824,0.00129818254444,0.000650796369241,0.000593856286779,0.00316947361879,0.000400748063051,0.000539781928101,0.000174662319516,0.000225759115024
